"seller_id","seller_city","seller_state","total_orders","total_items_sold","unique_products_sold","total_product_revenue","total_freight_value","total_revenue","average_review_score"
"3bb32fedaa74e4ad20f4ce067733bd31","porto belo","SC",2,3,2,103.70,58.86,162.56,4.67
"3bb548e3cb7f70f28e3f11ee9dce0e59","maringa","PR",46,53,22,7690.02,896.79,8586.81,3.98
"3bdff180c7e1f6551a643b99c265a120","sao paulo","SP",59,61,17,3114.90,1046.96,4161.86,4.02
"3be5841cdcc46de4ed3f9116f104b2c5","barueri","SP",4,4,4,599.60,88.35,687.95,4.75
"3be634553519fb6536a03e1358e9fdc7","sao paulo","SP",83,99,39,5370.95,1855.70,7226.65,3.93
"3bfad056cf05c00dabe2f895925d83b1","osasco","SP",1,5,1,206.65,46.70,253.35,1.00
"3bfba5a77604f6dfae7e6dd7aaf65821","londrina","PR",4,4,4,2095.50,122.69,2218.19,5.00
"3c010235b7345c92f125d14ee232a76b","mandirituba","PR",15,15,6,3578.00,427.32,4005.32,4.67
"3c03b12bab54d8b37d79d914bfdb1aa0","sao joao de meriti","RJ",37,43,12,4236.34,683.43,4919.77,3.88
"3c3017960b2dbd72711a61f0400aab8f","jaragua do sul","SC",10,10,4,968.80,254.09,1222.89,4.00
"3c487ae8f8d7542beff5788e2e0aea83","gama","DF",30,33,11,9385.70,719.65,10105.35,3.91
"3c4e0452bff7a2a788179488d3d77032","colombo","PR",32,36,10,3746.40,606.12,4352.52,3.74
"3c7c4a49ec3c6550809089c6a2ca9370","sao paulo","SP",141,160,24,4033.64,1824.66,5858.30,3.71
"3c88ed2e76a2247933a15daa7161eb1c","cosmopolis","SP",1,1,1,155.00,151.20,306.20,5.00
"3ca08eeb8d5595949fed424bd3677742","curitiba","PR",14,14,7,1768.87,466.23,2235.10,4.43
"3cfa1358a6caa965278721344c8d76f2","sao bernardo do campo","SP",5,5,4,3140.28,81.25,3221.53,4.80
"3d01d1c414c44b5943a09619ff3853cb","campinas","SP",5,5,2,402.60,82.34,484.94,3.80
"3d0cd21d41671c46f82cd11176bf7277","joinville","SC",9,11,6,447.80,174.58,622.38,4.73
"3d2400ac620cffa23ac81bd192f7f555","sao bernardo do campo","SP",1,1,1,105.00,8.90,113.90,5.00
"3d2531eccfbde1d7c8db7a3a12fb267a","contagem","MG",10,10,2,1999.54,213.06,2212.60,4.22
"3d290fe363c60a77498c1126fd3fb8d3","itapevi","SP",3,3,2,198.98,35.06,234.04,4.33
"3d39fbf22a665714baf62fae36029e23","campinas","SP",8,8,4,2504.20,130.63,2634.83,4.75
"3d3ccf2b2f8134b10dce9dd446f0e075","ibitinga","SP",3,3,3,608.60,141.93,750.53,3.33
"3d4824f20035949c710eaf111f869d39","sorocaba","SP",9,10,8,1041.04,173.54,1214.58,3.90
"3d49bfdd1b43a7fe169b3740067acc61","montes claros","MG",3,3,2,215.00,61.82,276.82,4.67
"3d4b1ae7539303b5704493798893e82c","sao paulo","SP",6,9,6,1076.00,145.69,1221.69,4.67
"3d5d0dc7073a299e31fa718ce1bc00b6","rio de janeiro","RJ",23,24,8,790.70,387.43,1178.13,4.17
"3d621842b2ed28e2b474132480edac3c","sao paulo","SP",10,10,5,928.91,151.79,1080.70,3.90
"3d62f86afa7c73be2628a3be1423f5a0","jacarei","SP",2,2,1,12.00,42.42,54.42,4.00
"3d68c634a99a1ba46dbca3967a69c623","nova trento","SC",2,2,1,594.00,263.70,857.70,5.00
"3d700782d7818f2c1e0d7a9e9d75fc00","sertanopolis","SP",3,3,1,149.70,85.41,235.11,3.67
"3d871de0142ce09b7081e2b9d1733cb1","campo limpo paulista","SP",1080,1147,202,94914.20,22433.51,117347.71,4.11
"3d8fa2f5b647373c8620330c4e077a9f","sao paulo","SP",43,48,11,3571.73,818.82,4390.55,4.10
"3da38366e7bd9baf6369071f782ecdf0","fortaleza","CE",1,1,1,59.47,26.96,86.43,1.00
"3db66a856d18a9cba7c9241fc5221c50","ponte nova","MG",94,97,38,9478.30,2044.36,11522.66,4.19
"3dbbce181edfaa4a597ec858c382d2ec","curitiba","PR",17,20,13,848.30,440.27,1288.57,4.35
"3dc69bf2c42f0568a5c4791ec3fd3745","sao paulo","SP",2,2,1,300.00,34.43,334.43,4.00
"3ded4e2d5f135cb103e5949d7263d2dd","pouso alegre","MG",1,1,1,49.90,12.48,62.38,5.00
"3df020b72d3d44b3af9d110fa3940b65","jales","SP",55,101,13,5039.90,1709.57,6749.47,3.95
"3dfd3dc96f7f8598eca74e9ac8a2fa31","sao paulo","SP",6,6,6,183.00,75.70,258.70,4.00
"3e35a8bb43569389d3cebef0ce820f69","sao paulo","SP",1,2,1,55.80,28.88,84.68,5.00
"3e46a38ee171c503c3b4a3f23fe3bf0c","sorocaba","SP",1,1,1,59.90,9.11,69.01,5.00
"3e51f9cbe317bc3a88f2c76583811ee4","sao paulo","SP",1,1,1,76.09,8.69,84.78,5.00
"3e8bd881d92466e63ba9e3e809cd3c50","rio de janeiro","RJ",9,10,8,2242.28,207.97,2450.25,4.22
"3ea00e1dea2b0659dbaf654735929220","curitiba","PR",7,7,2,505.00,144.97,649.97,4.86
"3ea08c48e851106d2f584349daba335f","barbacena","MG",1,1,1,170.00,22.94,192.94,4.00
"3ef37b7ca6dd2b80bd8af81a62504996","sao paulo","SP",2,2,2,700.00,40.97,740.97,4.50
"3f0e48d209018b466fcd3bb4ccfeb520","curitiba","PR",9,10,3,5399.00,255.80,5654.80,3.90
"3f2af2670e104d1bcb54022274daeac5","terra boa","PR",6,7,5,973.60,360.58,1334.18,3.57
"3f3486b61f45078d4f31ee5e43d8c5bb","sao paulo","SP",40,40,12,3829.73,896.84,4726.57,4.33
"3f8034bfc6b8b4135534975d49f04c63","curitiba","PR",12,16,8,1313.90,280.61,1594.51,3.06
"3f8247d0f772ffa58560e5c682521ad5","joinville","SC",1,1,1,139.90,18.55,158.45,3.00
"3f84fefc07dc159b268d4a77d3e8c425","fazenda rio grande","PR",3,3,3,200.60,51.32,251.92,5.00
"3f995f07c49d0d55a99d5c54957f7d81","itapecerica da serra","SP",43,43,3,3955.70,671.50,4627.20,4.21
"3f9be91358837bff69df67edfa3e42e8","londrina","PR",7,7,4,569.70,132.36,702.06,4.43
"3f9c56764fabca627406093dcb3ef0b4","rio de janeiro","RJ",7,7,3,909.30,105.65,1014.95,4.71
"3fac58ce0ad699020c7944d53c41329c","sao paulo","SP",10,16,13,1244.95,183.02,1427.97,4.56
"3fadb4cba4c35bce6a7eaf9872d5623a","caxias do sul","RS",3,5,1,209.50,68.02,277.52,3.20
"3faf68a3b0af94b10bac70d86077be49","holambra","SP",7,7,3,1322.93,119.16,1442.09,4.57
"3fd1e727ba94cfe122d165e176ce7967","araraquara","SP",37,38,12,2805.20,589.22,3394.42,3.82
"3fe7120d6257285ac6a3ce7cb071ccec","governador valadares","MG",2,2,1,199.98,28.28,228.26,3.50
"3febca52652e7209509ccfe61cbde40e","itaquaquecetuba","SP",2,2,1,84.00,16.90,100.90,2.00
"3fefda3299e6dfaea3466ef346a3571a","curitiba","PR",1,1,1,209.00,16.21,225.21,4.00
"4003520d80d0bad1d5623f7aa3c63cda","rio de janeiro","RJ",1,1,1,70.00,16.74,86.74,1.00
"400f221ab83037c0ea78f1267da9624d","osvaldo cruz","SP",1,1,1,865.00,20.80,885.80,NULL
"402916f742e5c740cc751493d9cf5053","guanhaes","MG",9,10,5,1252.00,226.43,1478.43,4.70
"403aa86912527d730337ffcb0fb096ab","belo horizonte","MG",11,11,6,8959.89,204.62,9164.51,4.00
"4049512728d969bec69f84088b012416","belo horizonte","MG",7,9,7,389.84,160.43,550.27,5.00
"404e1ba01358af4cd63f679b2c4d1fa1","juiz de fora","MG",8,12,7,373.90,177.83,551.73,5.00
"40536e7ca18e1bce252828e5876466cc","caieiras","SP",2,4,1,463.96,499.04,963.00,1.00
"406740ee611378a662d274c7d8c43c4a","vitoria","ES",8,10,2,1790.00,182.08,1972.08,4.10
"406822777a0b9eb5c50e442dd4cd3ec5","tatui","SP",45,47,19,3648.08,948.26,4596.34,4.33
"4091f77d8c768fc3e81c20761471761d","sao paulo","SP",8,8,6,1079.00,230.87,1309.87,2.75
"40d54b51e962dbe09cabbcfd33298dee","santo andre","SP",30,31,13,6785.56,537.69,7323.25,3.90
"40db9e9aa57f7bb151bcda6b0f9bdbb7","recife","PE",12,12,9,23168.00,655.99,23823.99,2.36
"40ec8ab6cdafbcc4f544da38c67da39a","francisco beltrao","PR",2,2,1,117.80,39.20,157.00,5.00
"411f3b52d857390502ee4e4d5ceabc2d","ribeirao pires","SP",21,30,13,1804.01,378.71,2182.72,4.26
"4125d9385a25e82d2f72d3a0fd55bc3f","santos","SP",1,1,1,42.90,18.40,61.30,5.00
"412a4720f3e9431b4afa1476a1acddbe","campinas","SP",21,22,8,2058.10,511.06,2569.16,4.27
"4170f6a9367e6b5d6401d03ce6d54569","brasilia df","DF",4,5,3,568.78,93.03,661.81,4.20
"417a1e6c7321084d2a0ae0d023cfad93","imigrante","RS",1,1,1,48.90,12.48,61.38,5.00
"41958cbd3335433c8740300e8cd600d5","sao paulo","SP",1,1,1,32.99,7.39,40.38,5.00
"41ab63a91b8b264e8c8780368bf1dd5b","belo horizonte","MG",12,13,9,2571.95,302.27,2874.22,4.23
"41b14765bd56c8ad10971074380f9c0c","santo andre","SP",8,10,2,395.50,119.13,514.63,4.10
"41b39e28db005d9731d9d485a83b4c38","santo andre","SP",195,231,132,17112.55,3930.36,21042.91,4.14
"41b86b552e54e3a7009596125aa8b167","sao paulo","SP",10,11,11,1595.30,234.61,1829.91,4.36
"41c2bad7229b0c25e6becf179ebf63ff","natal","RN",20,23,4,782.00,189.92,971.92,4.96
"41c9d3997dd3c072c31139dc5bb5761f","araxa","MG",3,3,1,998.80,111.74,1110.54,4.33
"41da412d33e8da4f22baf55cb1bde82c","domingos martins","ES",15,21,10,862.90,374.16,1237.06,4.71
"41e0fa5761c886a630994a55c12087e7","guaruja","SP",5,5,2,423.60,68.31,491.91,5.00
"4200ddf1967c5e41e48db62bc6d4b5ac","sao bernardo do campo","SP",22,42,25,734.80,487.93,1222.73,4.24
"4221a7df464f1fe2955934e30ff3a5a1","bahia","BA",5,5,1,849.50,239.54,1089.04,4.80
"422be4cc81a457fdb46f47edeb968ae5","ibitinga","SP",1,1,1,239.90,77.47,317.37,5.00
"427165bf50f8ca07efc7bdc2bfcf1688","americana","SP",5,5,3,1603.50,89.40,1692.90,3.20
"42b6488f5b8246d9141712abd4b1b693","maringa","PR",2,2,2,247.99,41.81,289.80,4.00
"42b729f859728f5079499127a9c2ef37","sao paulo","SP",104,132,18,4118.86,1315.21,5434.07,4.35
"42bde9fef835393bb8a8849cb6b7f245","brasilia","DF",35,40,15,7703.00,784.84,8487.84,4.20
"42d4b7e70819438f5ada61c965e92d7e","goiania","GO",1,3,2,49.60,51.18,100.78,1.00
"42ef3192a9ff87a22d1867b74b3ee205","santo andre","SP",23,23,20,1354.09,301.88,1655.97,4.65
"42fa4ee7240e9b8eb4576358ec142ba7","caxias do sul","RS",22,22,7,3845.70,518.77,4364.47,4.81
"42fb44130ac3134cde8e35cf8ec7df25","pinhalzinho","SP",3,3,2,62.70,36.44,99.14,3.67
"430315b7bb4b6e4b3c978f9dfa9b0558","sao paulo","SP",20,21,14,3118.40,586.23,3704.63,4.00
"4305fe92735c8a43d154ff6dd2b8d927","coronel fabriciano","MG",19,21,5,2885.90,428.35,3314.25,3.90
"431050a06a317f2b38168dec3dcd2b46","sao paulo","SP",12,12,7,1487.80,233.15,1720.95,4.25
"431af27f296bc6519d890aa5a05fdb11","ribeirao preto","SP",117,125,20,13109.50,2141.35,15250.85,3.77
"4324dd16853115efb0fd9d0d131ba6f4","sao jose do rio pardo","SP",12,18,6,1052.25,327.22,1379.47,4.28
"432c37c9dfba871172ec162e20118b8c","brasilia","DF",46,57,17,2968.87,969.67,3938.54,4.18
"432c67955c0acd1fd6b0b5d678766a71","sao paulo","SP",3,3,3,1151.00,137.41,1288.41,2.33
"43402bdf22aa2310e8f99e2f94f78628","ribeirao pires","SP",4,5,3,649.95,187.15,837.10,2.80
"4342d4b2ba6b161468c63a7e7cfce593","rio de janeiro","RJ",20,20,3,2867.10,296.21,3163.31,1.26
"436bf27f2f18474fc6047702e9f8a866","campinas","SP",1,1,1,29.90,14.52,44.42,5.00
"4371b634e0efc0e22b09b52907d9d469","sao paulo","SP",102,112,40,8194.00,1484.79,9678.79,4.41
"43753b27d77860f1654aa72e251a7878","barro alto","BA",1,1,1,23.90,42.38,66.28,5.00
"4391ea5c5990502176a1dcda44a2373d","porto alegre","RS",3,5,3,2349.00,135.30,2484.30,4.80
"439a47cc365d6e3bd526812ea9de3c29","mogi das cruzes","SP",8,13,5,1186.50,224.43,1410.93,4.00
"43a1d4bab73b816e44ef4e4facd9f9b5","maringa","PR",1,1,1,189.90,15.50,205.40,4.00
"43a5d4a57af536fddc96d08be3afdfcb","varginha","MG",1,1,1,75.00,24.83,99.83,1.00
"43b2c864251aa0ce4030c746984e088a","brasilia","DF",2,2,2,94.80,34.52,129.32,3.00
"43f8c9950d11ecd03a0304a49e010da6","carapicuiba","SP",41,41,21,4249.59,557.63,4807.22,4.56
"44073f8b7e41514de3b7815dd0237f4f","brasilia","DF",144,153,77,18729.64,3172.29,21901.93,3.76
"440dd6ab244315c632130ecfb63827b1","votuporanga","SP",94,95,28,13696.90,2096.31,15793.21,3.85
"443d880f15cbd3572885e1d44bf2c478","marilia","SP",1,2,1,94.80,30.20,125.00,2.00
"4450bd8327d471c4a11a83d1445b1b62","cotia","SP",1,1,1,199.00,15.56,214.56,5.00
"446cc09cdbb130904da114e807dbec40","sao paulo","SP",3,3,3,252.80,54.17,306.97,4.67
"44717f64ec2a457979cf83c429077666","santa rosa","RS",2,3,2,107.00,63.91,170.91,5.00
"447d377bdb757058acb569025ee18a93","carazinho","RS",1,1,1,64.99,18.02,83.01,5.00
"44ed138eca6214d572ce1d813fb0049b","canoas","RS",2,3,2,129.79,56.01,185.80,4.67
"44f091b5abab8018f682fce8124b85e5","sao paulo","SP",6,6,4,1680.10,107.61,1787.71,2.50
"45213867cefbf2cd4c6177e10216a951","araras","SP",14,14,9,4955.42,433.74,5389.16,3.86
"4559697a8f7e637227c2eeaed843baff","presidente prudente","SP",42,42,3,3696.00,778.27,4474.27,4.05
"455befea1bb853c75ccbca94cff26e5c","resende","RJ",1,1,1,19.99,22.06,42.05,3.00
"455c5640e8c5bd1b2ee85c0158f85727","luiz alves","SC",8,8,7,6729.50,457.39,7186.89,4.50
"455f46ef09a9e45667e2981df84b5cc2","sorocaba","SP",2,2,1,59.80,31.18,90.98,2.50
"457fe919b032a3f7dadba6fb92cf7855","paulinia","SP",9,12,8,1104.89,141.22,1246.11,4.83
"458c6fa920810ce2492da71bc26d9eec","catanduva","SP",2,2,1,756.76,105.61,862.37,2.50
"458d868c9642f55f18f04e951a3fdde6","porto alegre","RS",2,2,1,2718.00,104.75,2822.75,5.00
"45a3d05fb00435e52a28859dd03703b3","guarulhos","SP",1,1,1,1299.00,24.79,1323.79,5.00
"45ba18c210d42734ec52c0c1c574e9ee","sao roque","SP",38,41,29,5589.13,972.96,6562.09,3.83
"45c20d94d9171b0bcfab3c955e47d67b","cordeiropolis","SP",4,4,4,129.46,81.11,210.57,4.50
"45d33f715e24d15a6ccf5c17b3a23e3c","sorocaba","SP",59,61,32,4838.23,903.93,5742.16,4.05
"461ff5303b6c9c1a4a07f40c5aece516","pinhais","PR",3,3,2,102.70,58.73,161.43,3.67
"466222e777149751370e7e98fb623b0c","rio de janeiro","RJ",1,1,1,87.90,17.55,105.45,5.00
"4677a5437afda5fa7140b927b07be1cc","japira","PR",11,11,9,3415.70,420.00,3835.70,4.36
"46dc3b2cc0980fb8ec44634e21d2718e","rio de janeiro","RJ",521,542,189,128111.19,11798.50,139909.69,4.18
"46ef1a25845fc051c2998d878354810c","claudio","MG",5,5,4,250.41,98.04,348.45,4.40
"4736e9d642ef4257cd7622516931eb51","piracicaba","SP",16,20,12,1078.87,370.90,1449.77,4.15
"47648caee88ccfe951fbb27fbf7b4cbe","diadema","SP",3,3,3,1564.99,68.00,1632.99,3.67
"478bfe564db21eeb44386606aa30b650","pedro leopoldo","MG",3,3,3,182.70,48.10,230.80,4.67
"47efca563408aae19bb7206c2d969ea9","teresina","PI",12,12,5,2522.00,443.32,2965.32,4.08
"47f55702f598c7c6cc8458b0fbc1c49a","dores de campos","MG",2,2,2,127.50,35.90,163.40,5.00
"48162d548f5b1b11b9d29d1e01f75a61","piracicaba","SP",68,91,43,20510.14,2082.03,22592.17,3.76
"4830e40640734fc1c52cd21127c341d4","sao paulo","SP",210,219,54,9843.47,3126.55,12970.02,4.10
"48328ec9a579151d9cc6a86d4a59336c","canoas","RS",1,1,1,1099.00,97.78,1196.78,2.00
"483ca627d131e18f988349b1655c0acd","mogi mirim","SP",1,1,1,264.00,19.73,283.73,5.00
"48436dade18ac8b2bce089ec2a041202","volta redonda","SP",138,151,23,12271.71,2911.93,15183.64,4.05
"485452467ff670447e84a8370c3fc898","taio","SC",3,3,3,175.70,139.74,315.44,4.67
"4867209cb29b56b92893d7bde3ce8012","jau","SP",1,1,1,150.00,19.15,169.15,4.00
"4869f7a5dfa277a7dca6462dcf3b52b2","guariba","SP",1132,1156,95,229472.63,20168.07,249640.70,4.12
"48985c61529077fa4f1e38bcff0f2ed3","porto alegre","RS",7,7,2,879.30,148.07,1027.37,4.43
"48b6c3f4c6a93171da04b75313f2130f","osvaldo cruz","SP",2,2,2,290.26,37.80,328.06,5.00
"48bad451945f5227341793478d6353ea","sao paulo","SP",3,3,2,307.00,77.49,384.49,4.00
"48e5ee06fb2dc74df1c711a9b6dfac2a","oliveira","MG",1,3,1,57.00,45.30,102.30,5.00
"48e954b2da4f6a750c844173b347ed40","porto alegre","RS",2,6,2,397.80,159.01,556.81,4.17
"48efc9d94a9834137efd9ea76b065a38","curitiba","PR",33,34,17,345.60,320.40,666.00,5.00
"48fb026ed7455a42f5d3e9390ed5088e","barra mansa","RJ",11,11,11,555.71,223.43,779.14,2.64
"49067458c68f7701fd334ce326accbe0","juiz de fora","MG",17,37,15,1047.65,573.85,1621.50,3.32
"4917cee8d902e13428c3ec4b1ca6f315","blumenau","SC",33,33,7,5421.90,1199.64,6621.54,4.16
"491a5ada3aa1678414e990262c4bbdc1","sao paulo","SP",2,2,1,2840.00,33.81,2873.81,3.00
"49383af7ab774e4e8f3000f49c83dc4b","taubate","SP",8,12,1,660.00,242.23,902.23,4.58
"4965a7002cca77301c82d3f91b82e1a9","sorocaba","SP",1,1,1,8.49,7.87,16.36,5.00
"497709c2976a8fa308730a2dec5b0726","diadema","SP",1,2,1,76.00,18.04,94.04,5.00
"4978a02ea9c8be7a9b5480680f40334e","sao paulo","SP",18,19,14,2356.61,340.23,2696.84,3.58
"499185655c29ecfdbfe776ef7cf875b5","porto alegre","RS",1,1,1,89.00,17.33,106.33,4.00
"4992e76a42cb3aad7a7047e0d3d7e729","sao paulo","SP",57,74,23,2211.10,1007.47,3218.57,3.84
"499ec63c58e51296c9cf57edcfe1c8a8","sao paulo","SP",5,5,1,365.00,47.93,412.93,4.80
"49cdc90518a4f82676b38b3c1aa43ff6","sao paulo","SP",5,5,5,1539.50,82.61,1622.11,3.80
"49e7217cfe4e427191c378ec626d8737","formiga","MG",13,14,9,3002.70,375.61,3378.31,3.93
"49f8d2ea7b718d0ce587d34207caf2b4","sao bernardo do campo","SP",1,1,1,149.90,15.36,165.26,5.00
"4a1917ef994878940e1fb03eeb787ad7","brasilia","DF",2,3,2,768.00,78.62,846.62,2.67
"4a1f694197d05fe70026b016a7316b41","pedreira","SP",14,23,12,907.77,370.98,1278.75,4.39
"4a23adac87cf538689fa600d976f78b2","sao paulo","SP",3,3,1,405.00,35.41,440.41,4.33
"4a3ca9315b744ce9f8e9374361493884","ibitinga","SP",1806,1987,399,200472.92,35067.04,235539.96,3.80
"4a3ccda38b2129705f3fb522db62ca31","marilia","SP",66,78,45,17062.59,1432.34,18494.93,3.72
"4a5b36211b1f51bf7eaa5c10a57fa483","sao goncalo","RJ",1,1,1,139.19,16.07,155.26,5.00
"4a82168aaef173cbb6e46ae88728f919","irati","PR",4,4,2,512.00,100.39,612.39,4.00
"4a82c4af97ffc0fb2dc26bfdc03b1842","lagoa da prata","MG",3,3,3,143.70,67.20,210.90,5.00
"4aba391bc3b88717ce08eb11e44937b2","arraial d'ajuda (porto seguro)","BA",29,30,27,7595.87,839.34,8435.21,3.90
"4aba6a02a788d3ec81c03137144d9a80","canoinhas","SC",1,1,1,89.90,15.38,105.28,5.00
"4b0fdb526525f9890eb145bf1534640e","ibitinga","SP",18,20,10,2419.00,535.21,2954.21,3.95
"4b1eaadf791bdbbad8c4a35b65236d52","ribeirao preto","SP",8,8,5,1849.79,113.03,1962.82,2.00
"4b39558c138930b9e5489c93b6df5fe3","aracaju","SE",4,5,3,1096.70,132.40,1229.10,4.60
"4b5f66b7adcf57f1ecc0d3c07dd6b177","vendas@creditparts.com.br","PR",23,38,10,6381.78,734.18,7115.96,4.08
"4b90495391ac0bd181a80a459df1e718","bage","RS",1,1,1,248.00,18.11,266.11,4.00
"4b9750c8ad28220fe6702d4ecb7c898f","limeira","SP",218,222,34,15915.30,3389.80,19305.10,4.35
"4b98b0428fc1932cc2514ef9ce2505e6","taboao da serra","SP",2,2,2,327.63,35.80,363.43,2.00
"4ba52dfeba874da5b9ee7b17c7494f04","mogi das cruzes","SP",11,11,11,1463.00,204.91,1667.91,4.36
"4bc3d93e4a5f88a598d3d8ce4ae510b3","sao paulo","SP",1,1,1,169.00,19.28,188.28,1.00
"4bcec44888b30ba9001234c534716d3f","santo andre","SP",5,5,2,146.00,63.23,209.23,4.60
"4bde6149c15cf7e177b36fa060dd6de8","carazinho","RS",2,2,2,159.80,32.66,192.46,5.00
"4be2e7f96b4fd749d52dff41f80e39dd","rio branco","AC",1,1,1,267.00,32.84,299.84,1.00
"4be6b962d83299498bae2190f95d6566","sao carlos","SP",11,12,6,508.80,182.29,691.09,4.18
"4be9ae93c4fc0f41713d71a4194ee1b3","divinopolis","MG",1,1,1,109.90,27.07,136.97,5.00
"4bf2f4ee540798a61f9636d12cd9cc80","assis","SP",29,30,18,4995.56,505.45,5501.01,4.17
"4bf658053d453036c70976bccb2c31b2","sao jose do rio preto","SP",2,2,2,1742.99,81.57,1824.56,4.50
"4bfc7a4a1cf8d4d2121c27422d9e50b5","sao paulo","SP",26,40,7,8124.40,1067.19,9191.59,4.23
"4c03b9dd4c11ee2cb35c96c49efc9420","campo limpo paulista","SP",48,48,5,6458.60,843.73,7302.33,4.11
"4c18691b6037662be2df78a765d98ab5","sao paulo","SP",63,67,31,3195.52,1120.99,4316.51,3.84
"4c1c7281388a33dd06daac44f9fadbd1","marilia","SP",5,5,5,188.32,81.59,269.91,4.80
"4c2b230173bb36f9b240f2b8ac11786e","sao paulo","SP",261,346,20,14592.27,4397.57,18989.84,3.76
"4c498c7345e89aebad651544829beca0","carapicuiba","SP",48,48,20,4819.76,570.00,5389.76,4.29
"4c4d546adf3c3868fe19c9ec6e9ffda9","maringa","PR",2,3,2,111.70,45.39,157.09,3.67
"4c60877808f4318ef1107fbeb8f89afa","atibaia","SP",2,2,2,118.00,32.63,150.63,4.00
"4c61e37f664c3c88aff092aa5ac779d7","niteroi","RJ",7,8,3,788.31,119.86,908.17,4.00
"4c8545742faaf58fafd5fd14d25d75cf","fernandopolis","SP",4,4,4,3020.00,196.31,3216.31,4.50
"4c8b8048e33af2bf94f2eb547746a916","ibitinga","SP",23,27,23,2020.73,438.08,2458.81,3.11
"4cc43a222a0f94910728b62b97a8c5f8","ribeirao preto","SP",1,1,1,108.50,12.26,120.76,3.00
"4cc4fd4fdd406a85bbdc1f824b731bd7","toledo","PR",1,2,1,539.98,31.24,571.22,5.00
"4ce6e5f6c52515177e18c1c9361d8677","sao bernardo do campo","SP",1,1,1,226.60,25.67,252.27,3.00
"4ce8b55b4bfa4659184e7becc1fba3f2","fazenda rio grande","PR",2,2,2,199.00,59.87,258.87,3.00
"4cf490a58259286ada5ba8525ba9e84a","tabatinga","SP",8,8,6,1254.20,155.19,1409.39,3.13
"4d0041cdbe51b4617d95c70b19decc74","juiz de fora","MG",8,8,6,5235.20,230.29,5465.49,4.50
"4d232b78ab7ef10393dc3807d827bc0d","belo horizonte","MG",5,5,2,1475.00,214.99,1689.99,4.40
"4d600e08ecbe08258c79e536c5a42fee","entre rios do oeste","PR",8,8,8,4465.34,168.12,4633.46,4.00
"4d6d651bd7684af3fffabd5f08d12e5a","jau","SP",369,395,70,43587.40,7898.91,51486.31,4.17
"4d6fb82c629c7a5028bfd973c07b05e0","belo horizonte","MG",2,2,1,278.00,49.43,327.43,2.00
"4d8809767a5bafe22909c77951fb6b41","embu das artes","SP",1,1,1,50.00,8.72,58.72,5.00
"4d9fea3499bdc22aa4da4e339365f215","sao paulo","SP",2,2,1,192.54,30.20,222.74,5.00
"4da0e408c99d2fdc2126dc9fce518060","cornelio procopio","PR",44,54,30,3026.00,938.73,3964.73,4.44
"4dab98ca6cd6d3df586203cefd28a042","porto alegre","RS",1,1,1,154.90,18.33,173.23,5.00
"4dbd95a08b31ede5c82d3f861cb1ce1a","curitiba","PR",6,6,6,1304.67,189.36,1494.03,3.50
"4dc2e811a1760953cb7c6a590b498943","itapui","SP",1,1,1,175.00,24.84,199.84,5.00
"4dc646b9b9e8e411ef48ba000ea3ac6f","valinhos","SP",4,5,4,289.70,63.56,353.26,2.40
"4ddeb3e828550cddc8d45c8bc36ab2d1","sao paulo","SP",1,1,1,152.00,12.45,164.45,5.00
"4de6e4ba574aa9dfdc824bc44dc47fdd","colombo","PR",14,14,12,451.10,253.32,704.42,4.07
"4deebb3199eeafb282ae33229144f94b","sao paulo","SP",4,5,3,779.70,141.79,921.49,3.40
"4e06067cc08b3f41d837768d392c3ee3","betim","MG",31,46,28,941.72,572.53,1514.25,4.17
"4e0d109ccfba9a1151c103049880c857","sao joao de meriti","RJ",2,2,2,279.89,67.84,347.73,3.00
"4e17c65a516f69d023a2ae78b84f28d6","suzano","SP",61,74,47,7639.26,1155.54,8794.80,4.08
"4e2627090e6e5b9fabba883a37897683","belo horizonte","MG",2,5,2,199.50,68.12,267.62,1.00
"4e326052e5dbba8adcd512f3450a307e","sao paulo","SP",3,6,1,570.00,85.96,655.96,1.67
"4e42581f08e8cfc7c090f930bac4552a","portoferreira","SP",3,4,3,336.00,117.80,453.80,1.00
"4e480be820e37de1444325ff358c9296","tres coracoes","MG",1,2,1,430.30,143.44,573.74,5.00
"4e5725ba188db8252977a4f0227bd462","ribeirao preto","SP",22,25,13,1930.59,382.61,2313.20,3.44
"4e6015589b781adaa5ce7f1892d06bb1","guaruja","SP",3,3,1,684.00,56.50,740.50,3.67
"4e7c18b98d84e05cbae3ff0ff03846c2","jaboticabal","SP",82,89,31,9177.90,2875.98,12053.88,4.14
"4e85b538b0dad58852641540686d0e14","sao jose dos campos","SP",4,4,4,361.98,74.36,436.34,3.75
"4e8dacf3d38f281ae26c3e0321d92d88","sao paulo","SP",10,15,5,2644.95,216.16,2861.11,2.47
"4e922959ae960d389249c378d1c939f5","jacarei","SP",420,454,136,46030.37,7274.38,53304.75,3.90
"4e92348462c75b6c842b994ce84a0ed4","cachoeirinha","RS",1,1,1,69.90,15.59,85.49,5.00
"4ea2f12dbe91deeacd2c1e74f069a6e6","sao paulo","SP",4,6,4,210.20,70.07,280.27,4.83
"4eb61f060e7dcc1d5a80d806c35cc541","sao paulo","SP",8,8,3,1313.00,153.12,1466.12,3.88
